0.000000000000000000e+00,1.915699999999999998e-03
1.010191679000854492e+00,1.984999999999999785e-03
2.010278463363647461e+00,1.986200000000000031e-03
3.020390748977661133e+00,1.824399999999999893e-03
4.020464658737182617e+00,1.828600000000000104e-03
5.030526161193847656e+00,1.921699999999999927e-03
6.041166305541992188e+00,1.864900000000000065e-03
7.041234016418457031e+00,1.883399999999999918e-03
8.051298379898071289e+00,1.901799999999999932e-03
9.051368713378906250e+00,1.886599999999999996e-03
1.006143712997436523e+01,1.931800000000000010e-03
1.106232213973999023e+01,1.925599999999999968e-03
1.207254052162170410e+01,1.877100000000000036e-03
1.307260775566101074e+01,1.868300000000000039e-03
1.408278346061706543e+01,1.932200000000000020e-03
1.508285427093505859e+01,1.913999999999999903e-03
1.609292173385620117e+01,1.885200000000000070e-03
1.709327411651611328e+01,1.889099999999999894e-03
1.809334349632263184e+01,1.904899999999999953e-03
1.910353803634643555e+01,1.858899999999999919e-03
2.011383271217346191e+01,1.921299999999999918e-03
2.112326693534851074e+01,1.836900000000000035e-03
2.212344980239868164e+01,1.830599999999999936e-03
2.312351393699645996e+01,1.851800000000000017e-03
2.413357853889465332e+01,1.920800000000000068e-03
2.513398456573486328e+01,1.919799999999999935e-03
2.613405179977416992e+01,1.904499999999999943e-03
2.714432144165039062e+01,1.879699999999999991e-03
2.814907932281494141e+01,1.902499999999999894e-03
2.914937901496887207e+01,1.894599999999999973e-03
3.014955973625183105e+01,1.886700000000000052e-03
3.115508604049682617e+01,1.837499999999999941e-03
3.215525341033935547e+01,1.820199999999999900e-03
3.315540266036987305e+01,1.806600000000000003e-03
3.415578174591064453e+01,1.830000000000000029e-03
3.515584325790405273e+01,1.856100000000000068e-03
3.615629529953002930e+01,1.816399999999999916e-03
3.715649509429931641e+01,1.822300000000000005e-03
3.816666936874389648e+01,1.893300000000000104e-03
3.916674137115478516e+01,1.893300000000000104e-03
4.017680692672729492e+01,1.907099999999999898e-03
4.118719935417175293e+01,1.892699999999999981e-03
4.218726801872253418e+01,1.868400000000000095e-03
4.319741940498352051e+01,1.902999999999999961e-03
4.419759726524353027e+01,1.907800000000000077e-03
4.519766545295715332e+01,1.910500000000000089e-03
4.619773221015930176e+01,1.918500000000000066e-03
4.720780086517333984e+01,1.843400000000000030e-03
4.821786499023437500e+01,1.909600000000000013e-03
4.921793150901794434e+01,1.892999999999999934e-03
5.021810841560363770e+01,1.859399999999999985e-03
5.121817660331726074e+01,1.842399999999999897e-03
5.221824765205383301e+01,1.844200000000000049e-03
5.321831536293029785e+01,1.825900000000000092e-03
5.422838068008422852e+01,1.938499999999999902e-03
5.522844433784484863e+01,1.903600000000000084e-03
5.622851705551147461e+01,1.897500000000000098e-03
5.723858404159545898e+01,1.893699999999999897e-03
5.823864960670471191e+01,1.929799999999999962e-03
5.923872351646423340e+01,1.963400000000000128e-03
