0.000000000000000000e+00,1.002030000000000007e-07
6.480000019073486328e-01,1.000019999999999977e-07
1.255999803543090820e+00,9.999999999999999547e-08
1.862999916076660156e+00,9.999999999999999547e-08
2.471999883651733398e+00,9.999999999999999547e-08
3.079999923706054688e+00,9.999999999999999547e-08
3.687999963760375977e+00,9.999999999999999547e-08
4.301999807357788086e+00,9.999999999999999547e-08
4.917999744415283203e+00,9.999999999999999547e-08
5.525999784469604492e+00,9.999999999999999547e-08
6.134999990463256836e+00,9.999999999999999547e-08
6.743999958038330078e+00,9.999999999999999547e-08
7.351999998092651367e+00,9.999999999999999547e-08
7.959999799728393555e+00,9.999999999999999547e-08
8.568999767303466797e+00,9.999999999999999547e-08
9.177999734878540039e+00,9.999999999999999547e-08
9.786999940872192383e+00,9.999999999999999547e-08
1.039599990844726562e+01,9.999999999999999547e-08
1.100899982452392578e+01,9.999999999999999547e-08
1.162599968910217285e+01,9.999999999999999547e-08
1.223399972915649414e+01,9.999999999999999547e-08
1.284199976921081543e+01,9.999999999999999547e-08
1.344999980926513672e+01,9.999999999999999547e-08
1.405900001525878906e+01,9.999999999999999547e-08
1.466700005531311035e+01,9.999999999999999547e-08
1.527399969100952148e+01,9.999999999999999547e-08
1.588299989700317383e+01,9.999999999999999547e-08
1.649199986457824707e+01,9.999999999999999547e-08
1.709999990463256836e+01,9.999999999999999547e-08
1.771399974822998047e+01,9.999999999999999547e-08
1.832999968528747559e+01,9.999999999999999547e-08
1.893799972534179688e+01,9.999999999999999547e-08
1.954599976539611816e+01,9.999999999999999547e-08
2.015399980545043945e+01,9.999999999999999547e-08
2.076300001144409180e+01,9.999999999999999547e-08
2.137100005149841309e+01,9.999999999999999547e-08
2.197900009155273438e+01,9.999999999999999547e-08
2.258699989318847656e+01,9.999999999999999547e-08
2.319499993324279785e+01,9.999999999999999547e-08
2.380399990081787109e+01,9.999999999999999547e-08
2.441799974441528320e+01,9.999999999999999547e-08
2.503399968147277832e+01,9.999999999999999547e-08
2.564299988746643066e+01,9.999999999999999547e-08
2.625199985504150391e+01,9.999999999999999547e-08
2.685999989509582520e+01,9.999999999999999547e-08
2.746799993515014648e+01,9.999999999999999547e-08
2.807599997520446777e+01,9.999999999999999547e-08
2.868499994277954102e+01,9.999999999999999547e-08
2.929399967193603516e+01,9.999999999999999547e-08
2.990199971199035645e+01,9.999999999999999547e-08
