0.000000000000000000e+00,4.339100000000000179e+00
1.000592947006225586e+00,4.327210000000000001e+00
2.001383543014526367e+00,4.344059999999999810e+00
3.002256870269775391e+00,4.346370000000000289e+00
4.003132581710815430e+00,4.329959999999999809e+00
5.003509044647216797e+00,4.330020000000000202e+00
6.004542112350463867e+00,4.317610000000000170e+00
7.004990577697753906e+00,4.318970000000000198e+00
8.006704807281494141e+00,4.312990000000000101e+00
9.007921934127807617e+00,4.316069999999999851e+00
1.000811600685119629e+01,4.316650000000000098e+00
1.100955557823181152e+01,4.316799999999999748e+00
1.201113438606262207e+01,4.315909999999999691e+00
1.301181602478027344e+01,4.311689999999999579e+00
1.401258873939514160e+01,4.319040000000000212e+00
1.501402521133422852e+01,4.319390000000000285e+00
1.601479983329772949e+01,4.318789999999999907e+00
1.701629519462585449e+01,4.359390000000000320e+00
1.801713609695434570e+01,4.362870000000000026e+00
1.901848673820495605e+01,4.368229999999999613e+00
2.001920294761657715e+01,4.357099999999999973e+00
2.102046370506286621e+01,4.365610000000000213e+00
2.202163267135620117e+01,4.364539999999999864e+00
2.302265262603759766e+01,4.362490000000000201e+00
2.402373433113098145e+01,4.361519999999999619e+00
2.502443242073059082e+01,4.362409999999999677e+00
2.602510333061218262e+01,4.369740000000000180e+00
2.702692842483520508e+01,4.368619999999999948e+00
2.802867555618286133e+01,4.369100000000000428e+00
2.902999114990234375e+01,4.366489999999999760e+00
3.003103351593017578e+01,4.366109999999999935e+00
3.103171133995056152e+01,4.370330000000000048e+00
3.203291940689086914e+01,4.359549999999999592e+00
3.303391456604003906e+01,4.361559999999999881e+00
3.403494071960449219e+01,4.365800000000000125e+00
3.503625369071960449e+01,4.360870000000000246e+00
3.603718161582946777e+01,4.366170000000000329e+00
3.703812551498413086e+01,4.366920000000000357e+00
3.803848457336425781e+01,4.365820000000000256e+00
3.903933453559875488e+01,4.368420000000000414e+00
4.004064226150512695e+01,4.376290000000000013e+00
4.104236078262329102e+01,4.373409999999999798e+00
4.204375433921813965e+01,4.366760000000000197e+00
4.304556441307067871e+01,4.366170000000000329e+00
4.404710817337036133e+01,4.369250000000000078e+00
4.504920601844787598e+01,4.371389999999999887e+00
4.604984998703002930e+01,4.372989999999999711e+00
4.705113244056701660e+01,4.371870000000000367e+00
4.805279374122619629e+01,4.370650000000000368e+00
4.905426311492919922e+01,4.367110000000000269e+00
5.005528688430786133e+01,4.366089999999999804e+00
5.105657052993774414e+01,4.363800000000000345e+00
5.205779218673706055e+01,4.372259999999999813e+00
5.305904054641723633e+01,4.371940000000000381e+00
5.406054663658142090e+01,4.371649999999999814e+00
5.506139683723449707e+01,4.372729999999999784e+00
5.606257891654968262e+01,4.370379999999999932e+00
5.706314325332641602e+01,4.372469999999999857e+00
5.806446123123168945e+01,4.364259999999999806e+00
5.906574082374572754e+01,4.358579999999999899e+00
6.006708145141601562e+01,4.355269999999999975e+00
6.106817460060119629e+01,4.362440000000000317e+00
6.206867551803588867e+01,4.375160000000000160e+00
6.306968760490417480e+01,4.370359999999999800e+00
6.407123899459838867e+01,4.372340000000000337e+00
6.507213902473449707e+01,4.370829999999999771e+00
6.607359647750854492e+01,4.374329999999999607e+00
6.707427406311035156e+01,4.370490000000000208e+00
6.807607197761535645e+01,4.374290000000000234e+00
6.907681608200073242e+01,4.381039999999999601e+00
7.007850885391235352e+01,4.370659999999999989e+00
7.107950806617736816e+01,4.384920000000000151e+00
7.207965850830078125e+01,4.381579999999999586e+00
7.307992911338806152e+01,4.385019999999999918e+00
7.408038067817687988e+01,4.377130000000000187e+00
7.508155322074890137e+01,4.385379999999999612e+00
7.608229923248291016e+01,4.384949999999999903e+00
7.708502840995788574e+01,4.382670000000000066e+00
7.808513879776000977e+01,4.387749999999999595e+00
7.908541631698608398e+01,4.387529999999999930e+00
8.008680772781372070e+01,4.394120000000000026e+00
8.108786892890930176e+01,4.391860000000000319e+00
8.208828473091125488e+01,4.403559999999999697e+00
8.308950304985046387e+01,4.400830000000000020e+00
8.409086132049560547e+01,4.398609999999999687e+00
8.509214520454406738e+01,4.400409999999999933e+00
8.609307885169982910e+01,4.394250000000000433e+00
8.709443449974060059e+01,4.398189999999999600e+00
8.809451127052307129e+01,4.402569999999999872e+00
