60,1.05E+07,4.86E+04
60.5,1.01E+07,1.86E+04
61,9.62E+06,1.36E+04
61.5,9.20E+06,1.22E+04
62,8.84E+06,1.58E+04
62.5,8.51E+06,9.06E+03
63,8.24E+06,6.84E+03
63.5,8.06E+06,5.63E+03
64,7.92E+06,9.63E+03
64.5,7.79E+06,8.38E+03
65,7.66E+06,8.51E+03
65.5,7.55E+06,1.09E+04
66,7.43E+06,4.90E+03
66.5,7.32E+06,2.32E+04
67,7.21E+06,1.14E+05
67.5,7.09E+06,1.17E+05
68,6.99E+06,1.20E+05
68.5,6.88E+06,8.18E+03
69,6.78E+06,6.09E+03
69.5,6.68E+06,8.32E+03
70,6.60E+06,7.92E+03
