0.00E+00;5.17E+07;5.45E+07;956669.0262
1.00E+00;5.16E+07;;
2.00E+00;5.17E+07;;
3.00E+00;5.19E+07;;
4.00E+00;5.18E+07;;
5.00E+00;5.17E+07;;
6.00E+00;5.18E+07;;
7.00E+00;5.18E+07;;
8.00E+00;5.18E+07;;
9.00E+00;5.18E+07;;
1.00E+01;5.18E+07;;
1.10E+01;5.19E+07;;
1.20E+01;5.19E+07;;
1.30E+01;5.19E+07;;
1.40E+01;5.20E+07;;
1.50E+01;5.20E+07;;
1.60E+01;5.18E+07;;
1.70E+01;5.19E+07;;
1.80E+01;5.20E+07;;
1.90E+01;5.20E+07;;
2.00E+01;5.20E+07;;
2.10E+01;5.20E+07;;
2.20E+01;5.21E+07;;
2.30E+01;5.23E+07;;
2.40E+01;5.23E+07;;
2.50E+01;5.23E+07;;
2.60E+01;5.24E+07;;
2.70E+01;5.24E+07;;
2.80E+01;5.24E+07;;
2.90E+01;5.25E+07;;
3.00E+01;5.26E+07;;
3.10E+01;5.26E+07;;
3.20E+01;5.26E+07;;
3.30E+01;5.26E+07;;
3.40E+01;5.27E+07;;
3.50E+01;5.28E+07;;
3.60E+01;5.27E+07;;
3.70E+01;5.27E+07;;
3.80E+01;5.27E+07;;
3.90E+01;5.28E+07;;
4.00E+01;5.29E+07;;
4.10E+01;5.28E+07;;
4.20E+01;5.28E+07;;
4.30E+01;5.28E+07;;
4.40E+01;5.29E+07;;
4.50E+01;5.29E+07;;
4.60E+01;5.29E+07;;
4.70E+01;5.29E+07;;
4.80E+01;5.29E+07;;
4.90E+01;5.30E+07;;
5.00E+01;5.31E+07;;
5.10E+01;5.32E+07;;
5.20E+01;5.33E+07;;
5.30E+01;5.32E+07;;
5.40E+01;5.34E+07;;
5.50E+01;5.33E+07;;
5.60E+01;5.32E+07;;
5.70E+01;5.33E+07;;
5.80E+01;5.33E+07;;
5.90E+01;5.34E+07;;
6.00E+01;5.33E+07;;
6.10E+01;5.33E+07;;
6.20E+01;5.34E+07;;
6.30E+01;5.33E+07;;
6.40E+01;5.32E+07;;
6.50E+01;5.33E+07;;
6.60E+01;5.33E+07;;
6.70E+01;5.33E+07;;
6.80E+01;5.33E+07;;
6.90E+01;5.32E+07;;
7.00E+01;5.33E+07;;
7.10E+01;5.34E+07;;
7.20E+01;5.32E+07;;
7.30E+01;5.32E+07;;
7.40E+01;5.33E+07;;
7.50E+01;5.32E+07;;
7.60E+01;5.32E+07;;
7.70E+01;5.31E+07;;
7.80E+01;5.32E+07;;
7.90E+01;5.32E+07;;
8.00E+01;5.30E+07;;
8.10E+01;5.32E+07;;
8.20E+01;5.32E+07;;
8.30E+01;5.32E+07;;
8.40E+01;5.32E+07;;
8.50E+01;5.32E+07;;
8.60E+01;5.33E+07;;
8.70E+01;5.34E+07;;
8.80E+01;5.33E+07;;
8.90E+01;5.33E+07;;
9.00E+01;5.33E+07;;
9.10E+01;5.33E+07;;
9.20E+01;5.34E+07;;
9.30E+01;5.33E+07;;
9.40E+01;5.36E+07;;
9.50E+01;5.35E+07;;
9.60E+01;5.35E+07;;
9.70E+01;5.34E+07;;
9.80E+01;5.35E+07;;
9.90E+01;5.34E+07;;
1.00E+02;5.35E+07;;
1.01E+02;5.37E+07;;
1.02E+02;5.35E+07;;
1.03E+02;5.37E+07;;
1.04E+02;5.38E+07;;
1.05E+02;5.37E+07;;
1.06E+02;5.38E+07;;
1.07E+02;5.38E+07;;
1.08E+02;5.41E+07;;
1.09E+02;5.39E+07;;
1.10E+02;5.41E+07;;
1.11E+02;5.41E+07;;
1.12E+02;5.41E+07;;
1.13E+02;5.39E+07;;
1.14E+02;5.41E+07;;
1.15E+02;5.42E+07;;
1.16E+02;5.42E+07;;
1.17E+02;5.39E+07;;
1.18E+02;5.40E+07;;
1.19E+02;5.39E+07;;
1.20E+02;5.39E+07;;
1.21E+02;5.39E+07;;
1.22E+02;5.38E+07;;
1.23E+02;5.38E+07;;
1.24E+02;5.37E+07;;
1.25E+02;5.37E+07;;
1.26E+02;5.37E+07;;
1.27E+02;5.38E+07;;
1.28E+02;5.38E+07;;
1.29E+02;5.38E+07;;
1.30E+02;5.38E+07;;
1.31E+02;5.39E+07;;
1.32E+02;5.39E+07;;
1.33E+02;5.39E+07;;
1.34E+02;5.40E+07;;
1.35E+02;5.40E+07;;
1.36E+02;5.40E+07;;
1.37E+02;5.40E+07;;
1.38E+02;5.40E+07;;
1.39E+02;5.40E+07;;
1.40E+02;5.39E+07;;
1.41E+02;5.39E+07;;
1.42E+02;5.41E+07;;
1.43E+02;5.39E+07;;
1.44E+02;5.40E+07;;
1.45E+02;5.40E+07;;
1.46E+02;5.39E+07;;
1.47E+02;5.39E+07;;
1.48E+02;5.38E+07;;
1.49E+02;5.40E+07;;
1.50E+02;5.37E+07;;
1.51E+02;5.35E+07;;
1.52E+02;5.36E+07;;
1.53E+02;5.37E+07;;
1.54E+02;5.37E+07;;
1.55E+02;5.35E+07;;
1.56E+02;5.35E+07;;
1.57E+02;5.37E+07;;
1.58E+02;5.36E+07;;
1.59E+02;5.39E+07;;
1.60E+02;5.38E+07;;
1.61E+02;5.39E+07;;
1.62E+02;5.39E+07;;
1.63E+02;5.40E+07;;
1.64E+02;5.41E+07;;
1.65E+02;5.42E+07;;
1.66E+02;5.43E+07;;
1.67E+02;5.42E+07;;
1.68E+02;5.44E+07;;
1.69E+02;5.45E+07;;
1.70E+02;5.46E+07;;
1.71E+02;5.45E+07;;
1.72E+02;5.45E+07;;
1.73E+02;5.45E+07;;
1.74E+02;5.45E+07;;
1.75E+02;5.45E+07;;
1.76E+02;5.47E+07;;
1.77E+02;5.47E+07;;
1.78E+02;5.45E+07;;
1.79E+02;5.45E+07;;
1.80E+02;5.45E+07;;
1.81E+02;5.45E+07;;
1.82E+02;5.45E+07;;
1.83E+02;5.45E+07;;
1.84E+02;5.45E+07;;
1.85E+02;5.44E+07;;
1.86E+02;5.43E+07;;
1.87E+02;5.43E+07;;
1.88E+02;5.42E+07;;
1.89E+02;5.41E+07;;
1.90E+02;5.40E+07;;
1.91E+02;5.40E+07;;
1.92E+02;5.39E+07;;
1.93E+02;5.38E+07;;
1.94E+02;5.38E+07;;
1.95E+02;5.37E+07;;
1.96E+02;5.38E+07;;
1.97E+02;5.40E+07;;
1.98E+02;5.39E+07;;
1.99E+02;5.40E+07;;
2.00E+02;5.40E+07;;
2.01E+02;5.40E+07;;
2.02E+02;5.41E+07;;
2.03E+02;5.42E+07;;
2.04E+02;5.43E+07;;
2.05E+02;5.44E+07;;
2.06E+02;5.44E+07;;
2.07E+02;5.45E+07;;
2.08E+02;5.45E+07;;
2.09E+02;5.46E+07;;
2.10E+02;5.47E+07;;
2.11E+02;5.47E+07;;
2.12E+02;5.47E+07;;
2.13E+02;5.48E+07;;
2.14E+02;5.46E+07;;
2.15E+02;5.48E+07;;
2.16E+02;5.47E+07;;
2.17E+02;5.46E+07;;
2.18E+02;5.49E+07;;
2.19E+02;5.47E+07;;
2.20E+02;5.47E+07;;
2.21E+02;5.47E+07;;
2.22E+02;5.47E+07;;
2.23E+02;5.48E+07;;
2.24E+02;5.47E+07;;
2.25E+02;5.46E+07;;
2.26E+02;5.48E+07;;
2.27E+02;5.46E+07;;
2.28E+02;5.48E+07;;
2.29E+02;5.46E+07;;
2.30E+02;5.46E+07;;
2.31E+02;5.46E+07;;
2.32E+02;5.45E+07;;
2.33E+02;5.46E+07;;
2.34E+02;5.45E+07;;
2.35E+02;5.45E+07;;
2.36E+02;5.45E+07;;
2.37E+02;5.45E+07;;
2.38E+02;5.45E+07;;
2.39E+02;5.46E+07;;
2.40E+02;5.45E+07;;
2.41E+02;5.45E+07;;
2.42E+02;5.45E+07;;
2.43E+02;5.45E+07;;
2.44E+02;5.45E+07;;
2.45E+02;5.44E+07;;
2.46E+02;5.45E+07;;
2.47E+02;5.45E+07;;
2.48E+02;5.45E+07;;
2.49E+02;5.44E+07;;
2.50E+02;5.43E+07;;
2.51E+02;5.45E+07;;
2.52E+02;5.44E+07;;
2.53E+02;5.45E+07;;
2.54E+02;5.45E+07;;
2.55E+02;5.42E+07;;
2.56E+02;5.43E+07;;
2.57E+02;5.44E+07;;
2.58E+02;5.45E+07;;
2.59E+02;5.44E+07;;
2.60E+02;5.44E+07;;
2.61E+02;5.43E+07;;
2.62E+02;5.43E+07;;
2.63E+02;5.44E+07;;
2.64E+02;5.44E+07;;
2.65E+02;5.45E+07;;
2.66E+02;5.45E+07;;
2.67E+02;5.45E+07;;
2.68E+02;5.47E+07;;
2.69E+02;5.47E+07;;
2.70E+02;5.48E+07;;
2.71E+02;5.48E+07;;
2.72E+02;5.49E+07;;
2.73E+02;5.51E+07;;
2.74E+02;5.51E+07;;
2.75E+02;5.50E+07;;
2.76E+02;5.50E+07;;
2.77E+02;5.52E+07;;
2.78E+02;5.49E+07;;
2.79E+02;5.51E+07;;
2.80E+02;5.50E+07;;
2.81E+02;5.49E+07;;
